"","Municipio.Fato","Natureza.Ocorrencia","mes_data","bo"
"482","CUIABA","FURTO",2009-09-01,908
"483","DIAMANTINO","FURTO",2009-09-01,14
"484","INDIAVAI","FURTO",2009-09-01,2
"485","ITANHANGA","FURTO",2009-09-01,9
"486","JUINA","FURTO",2009-09-01,1
"487","LAMBARI DOESTE","FURTO",2009-09-01,2
"488","LUCAS DO RIO VERDE","FURTO",2009-09-01,1
"489","MIRASSOL D""OESTE","FURTO",2009-09-01,2
"490","NOBRES","FURTO",2009-09-01,1
"491","NORTELANDIA","FURTO",2009-09-01,10
"492","NOSSA SRA DO LIVRAMENTO","FURTO",2009-09-01,1
"493","NOVA LACERDA","FURTO",2009-09-01,1
"494","NOVA MARILANDIA","FURTO",2009-09-01,1
"495","NOVA MUTUM","FURTO",2009-09-01,58
"496","NOVA OLIMPIA","FURTO",2009-09-01,3
"497","NOVO SANTO ANTONIO","FURTO",2009-09-01,4
"498","PEDRA PRETA","FURTO",2009-09-01,9
"499","PORTO ALEGRE DO NORTE","FURTO",2009-09-01,5
"500","PORTO ESTRELA","FURTO",2009-09-01,1
"501","PRIMAVERA DO LESTE","FURTO",2009-09-01,1
"502","QUERENCIA","FURTO",2009-09-01,9
"503","RESERVA DO CABACAL","FURTO",2009-09-01,1
"504","RIBEIRAO CASCALHEIRA","FURTO",2009-09-01,1
"505","RONDONOPOLIS","FURTO",2009-09-01,23
"506","ROSARIO OESTE","FURTO",2009-09-01,7
"507","SALTO DO CEU","FURTO",2009-09-01,1
"508","SANTA TEREZINHA","FURTO",2009-09-01,1
"509","SANTO ANTONIO DO LEVERGER","FURTO",2009-09-01,2
"510","SAO JOSE DO RIO CLARO","FURTO",2009-09-01,5
"511","SAO JOSE DO XINGU","FURTO",2009-09-01,1
"512","SAPEZAL","FURTO",2009-09-01,35
"513","SERRA NOVA DOURADA","FURTO",2009-09-01,4
"514","SINOP","FURTO",2009-09-01,2
"515","SORRISO","FURTO",2009-09-01,1
"516","TAPURAH","FURTO",2009-09-01,5
"517","VARZEA GRANDE","FURTO",2009-09-01,248
"518","BARAO DE MELGACO","HOMICÍDIO",2009-09-01,1
"519","BARRA DO BUGRES","HOMICÍDIO",2009-09-01,1
"520","CUIABA","HOMICÍDIO",2009-09-01,16
"521","ITANHANGA","HOMICÍDIO",2009-09-01,1
"522","NORTELANDIA","HOMICÍDIO",2009-09-01,1
"523","NOVA MUTUM","HOMICÍDIO",2009-09-01,2
"524","PORTO ALEGRE DO NORTE","HOMICÍDIO",2009-09-01,1
"525","RONDONOPOLIS","HOMICÍDIO",2009-09-01,1
"526","ROSARIO OESTE","HOMICÍDIO",2009-09-01,1
"527","VARZEA GRANDE","HOMICÍDIO",2009-09-01,6
"528","CUIABA","HOMICÍDIO DOLOSO",2009-09-01,28
"529","VARZEA GRANDE","HOMICÍDIO DOLOSO",2009-09-01,6
"530","BARAO DE MELGACO","ROUBO",2009-09-01,1
"531","BOM JESUS DO ARAGUAIA","ROUBO",2009-09-01,1
"532","CACERES","ROUBO",2009-09-01,6
"533","CHAPADA DOS GUIMARAES","ROUBO",2009-09-01,1
"534","CUIABA","ROUBO",2009-09-01,513
"535","DIAMANTINO","ROUBO",2009-09-01,4
"536","GLORIA DOESTE","ROUBO",2009-09-01,1
"537","LAMBARI DOESTE","ROUBO",2009-09-01,1
"538","LUCIARA","ROUBO",2009-09-01,1
"539","NOVA MARILANDIA","ROUBO",2009-09-01,1
"540","NOVA MUTUM","ROUBO",2009-09-01,3
"541","RONDONOPOLIS","ROUBO",2009-09-01,1
"542","ROSARIO OESTE","ROUBO",2009-09-01,1
"543","SALTO DO CEU","ROUBO",2009-09-01,1
"544","SAO JOSE DO RIO CLARO","ROUBO",2009-09-01,3
"545","SAPEZAL","ROUBO",2009-09-01,1
"546","VALE DE SAO DOMINGOS","ROUBO",2009-09-01,1
"547","VARZEA GRANDE","ROUBO",2009-09-01,209
"548","CUIABA","ROUBO SEGUIDO DE MORTE",2009-09-01,7
"549","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2009-09-01,2
"550","ACORIZAL","FURTO",2009-10-01,1
"551","ALTO PARAGUAI","FURTO",2009-10-01,5
"552","ALTO TAQUARI","FURTO",2009-10-01,1
"553","ARAGUAINHA","FURTO",2009-10-01,1
"554","ARENAPOLIS","FURTO",2009-10-01,3
"555","BARAO DE MELGACO","FURTO",2009-10-01,1
"556","BARRA DO BUGRES","FURTO",2009-10-01,29
"557","BARRA DO GARCAS","FURTO",2009-10-01,1
"558","BOM JESUS DO ARAGUAIA","FURTO",2009-10-01,3
"559","CACERES","FURTO",2009-10-01,55
"560","CAMPINAPOLIS","FURTO",2009-10-01,5
"561","CAMPO NOVO DO PARECIS","FURTO",2009-10-01,3
"562","CHAPADA DOS GUIMARAES","FURTO",2009-10-01,8
"563","COLNIZA","FURTO",2009-10-01,1
"564","CONFRESA","FURTO",2009-10-01,2
"565","COTRIGUACU","FURTO",2009-10-01,1
"566","CUIABA","FURTO",2009-10-01,972
"567","DIAMANTINO","FURTO",2009-10-01,7
"568","INDIAVAI","FURTO",2009-10-01,3
"569","ITANHANGA","FURTO",2009-10-01,3
"570","ITIQUIRA","FURTO",2009-10-01,1
"571","JANGADA","FURTO",2009-10-01,4
"572","JUARA","FURTO",2009-10-01,1
"573","LUCIARA","FURTO",2009-10-01,2
"574","NORTELANDIA","FURTO",2009-10-01,3
"575","NOVA MUTUM","FURTO",2009-10-01,19
"576","NOVA OLIMPIA","FURTO",2009-10-01,8
"577","NOVA UBIRATA","FURTO",2009-10-01,1
"578","PEDRA PRETA","FURTO",2009-10-01,4
"579","PLANALTO DA SERRA","FURTO",2009-10-01,1
"580","PORTO ALEGRE DO NORTE","FURTO",2009-10-01,14
"581","PRIMAVERA DO LESTE","FURTO",2009-10-01,1
"582","QUERENCIA","FURTO",2009-10-01,2
"583","RIBEIRAO CASCALHEIRA","FURTO",2009-10-01,1
"584","RONDONOPOLIS","FURTO",2009-10-01,29
"585","ROSARIO OESTE","FURTO",2009-10-01,4
"586","SALTO DO CEU","FURTO",2009-10-01,1
"587","SANTA CRUZ DO XINGU","FURTO",2009-10-01,1
"588","SANTA TEREZINHA","FURTO",2009-10-01,1
"589","SANTO ANTONIO DO LEVERGER","FURTO",2009-10-01,2
"590","SAO JOSE DO RIO CLARO","FURTO",2009-10-01,5
"591","SAO JOSE DO XINGU","FURTO",2009-10-01,1
"592","SAPEZAL","FURTO",2009-10-01,8
"593","SERRA NOVA DOURADA","FURTO",2009-10-01,2
"594","TANGARA DA SERRA","FURTO",2009-10-01,1
"595","VALE DE SAO DOMINGOS","FURTO",2009-10-01,1
"596","VARZEA GRANDE","FURTO",2009-10-01,259
"597","VILA BELA DA SS TRINDADE","FURTO",2009-10-01,1
"598","BARRA DO BUGRES","HOMICÍDIO",2009-10-01,1
"599","BOM JESUS DO ARAGUAIA","HOMICÍDIO",2009-10-01,2
"600","CACERES","HOMICÍDIO",2009-10-01,5
"601","CAMPINAPOLIS","HOMICÍDIO",2009-10-01,1
"602","CUIABA","HOMICÍDIO",2009-10-01,29
"603","NOVA MUTUM","HOMICÍDIO",2009-10-01,2
"604","NOVO SANTO ANTONIO","HOMICÍDIO",2009-10-01,2
"605","PORTO ESPERIDIAO","HOMICÍDIO",2009-10-01,1
"606","QUERENCIA","HOMICÍDIO",2009-10-01,1
"607","VARZEA GRANDE","HOMICÍDIO",2009-10-01,10
"608","CACERES","HOMICÍDIO DOLOSO",2009-10-01,4
"609","CUIABA","HOMICÍDIO DOLOSO",2009-10-01,31
"610","VARZEA GRANDE","HOMICÍDIO DOLOSO",2009-10-01,14
"611","ARIPUANA","ROUBO",2009-10-01,1
"612","BARRA DO BUGRES","ROUBO",2009-10-01,4
"613","CACERES","ROUBO",2009-10-01,17
"614","CUIABA","ROUBO",2009-10-01,587
"615","GLORIA DOESTE","ROUBO",2009-10-01,1
"616","ITANHANGA","ROUBO",2009-10-01,1
"617","JANGADA","ROUBO",2009-10-01,3
"618","LAMBARI DOESTE","ROUBO",2009-10-01,1
"619","NOVA MUTUM","ROUBO",2009-10-01,4
"620","PONTES E LACERDA","ROUBO",2009-10-01,1
"621","RIBEIRAO CASCALHEIRA","ROUBO",2009-10-01,1
"622","RONDONOPOLIS","ROUBO",2009-10-01,2
"623","ROSARIO OESTE","ROUBO",2009-10-01,1
"624","SALTO DO CEU","ROUBO",2009-10-01,1
"625","SAO JOSE DO XINGU","ROUBO",2009-10-01,1
"626","SAPEZAL","ROUBO",2009-10-01,1
"627","VARZEA GRANDE","ROUBO",2009-10-01,193
"628","CUIABA","ROUBO SEGUIDO DE MORTE",2009-10-01,4
"629","AGUA BOA","FURTO",2009-11-01,3
"630","ALTO ARAGUAIA","FURTO",2009-11-01,6
"631","ALTO PARAGUAI","FURTO",2009-11-01,7
"632","ALTO TAQUARI","FURTO",2009-11-01,2
"633","ARENAPOLIS","FURTO",2009-11-01,1
"634","BARAO DE MELGACO","FURTO",2009-11-01,3
"635","BARRA DO BUGRES","FURTO",2009-11-01,18
"636","BOM JESUS DO ARAGUAIA","FURTO",2009-11-01,6
"637","CACERES","FURTO",2009-11-01,43
"638","CAMPINAPOLIS","FURTO",2009-11-01,4
"639","CANABRAVA DO NORTE","FURTO",2009-11-01,2
"640","CHAPADA DOS GUIMARAES","FURTO",2009-11-01,21
"641","COLNIZA","FURTO",2009-11-01,1
"642","CUIABA","FURTO",2009-11-01,898
"643","CURVELANDIA","FURTO",2009-11-01,1
"644","DIAMANTINO","FURTO",2009-11-01,6
"645","INDIAVAI","FURTO",2009-11-01,6
"646","ITANHANGA","FURTO",2009-11-01,2
"647","ITAUBA","FURTO",2009-11-01,1
"648","JACIARA","FURTO",2009-11-01,1
"649","JANGADA","FURTO",2009-11-01,5
"650","LAMBARI DOESTE","FURTO",2009-11-01,2
"651","LUCAS DO RIO VERDE","FURTO",2009-11-01,1
"652","LUCIARA","FURTO",2009-11-01,2
"653","NORTELANDIA","FURTO",2009-11-01,3
"654","NOVA MARILANDIA","FURTO",2009-11-01,1
"655","NOVA MUTUM","FURTO",2009-11-01,25
"656","NOVA OLIMPIA","FURTO",2009-11-01,9
"657","PARANATINGA","FURTO",2009-11-01,1
"658","PEDRA PRETA","FURTO",2009-11-01,1
"659","PONTAL DO ARAGUAIA","FURTO",2009-11-01,1
"660","PONTE BRANCA","FURTO",2009-11-01,1
"661","PORTO ALEGRE DO NORTE","FURTO",2009-11-01,4
"662","PORTO ESTRELA","FURTO",2009-11-01,1
"663","PRIMAVERA DO LESTE","FURTO",2009-11-01,1
"664","RIBEIRAO CASCALHEIRA","FURTO",2009-11-01,7
"665","RONDONOPOLIS","FURTO",2009-11-01,29
"666","ROSARIO OESTE","FURTO",2009-11-01,6
"667","SALTO DO CEU","FURTO",2009-11-01,2
"668","SANTA RITA DO TRIVELATO","FURTO",2009-11-01,1
"669","SANTA TEREZINHA","FURTO",2009-11-01,2
"670","SANTO AFONSO","FURTO",2009-11-01,1
"671","SANTO ANTONIO DO LEVERGER","FURTO",2009-11-01,1
"672","SAO JOSE DO RIO CLARO","FURTO",2009-11-01,5
"673","SAO JOSE DO XINGU","FURTO",2009-11-01,2
"674","SAPEZAL","FURTO",2009-11-01,17
"675","SERRA NOVA DOURADA","FURTO",2009-11-01,1
"676","SINOP","FURTO",2009-11-01,3
"677","TANGARA DA SERRA","FURTO",2009-11-01,1
"678","TAPURAH","FURTO",2009-11-01,2
"679","VARZEA GRANDE","FURTO",2009-11-01,228
"680","VERA","FURTO",2009-11-01,1
"681","ARENAPOLIS","HOMICÍDIO",2009-11-01,2
"682","BARAO DE MELGACO","HOMICÍDIO",2009-11-01,1
"683","BARRA DO BUGRES","HOMICÍDIO",2009-11-01,1
"684","CACERES","HOMICÍDIO",2009-11-01,3
"685","CHAPADA DOS GUIMARAES","HOMICÍDIO",2009-11-01,2
"686","CUIABA","HOMICÍDIO",2009-11-01,46
"687","ITIQUIRA","HOMICÍDIO",2009-11-01,1
"688","JANGADA","HOMICÍDIO",2009-11-01,1
"689","NOSSA SRA DO LIVRAMENTO","HOMICÍDIO",2009-11-01,1
"690","NOVA MUTUM","HOMICÍDIO",2009-11-01,3
"691","SAO JOSE DO RIO CLARO","HOMICÍDIO",2009-11-01,1
"692","SAPEZAL","HOMICÍDIO",2009-11-01,1
"693","TAPURAH","HOMICÍDIO",2009-11-01,2
"694","VARZEA GRANDE","HOMICÍDIO",2009-11-01,6
"695","CACERES","HOMICÍDIO DOLOSO",2009-11-01,1
"696","CUIABA","HOMICÍDIO DOLOSO",2009-11-01,28
"697","VARZEA GRANDE","HOMICÍDIO DOLOSO",2009-11-01,8
"698","BARRA DO BUGRES","ROUBO",2009-11-01,6
"699","CACERES","ROUBO",2009-11-01,14
"700","CHAPADA DOS GUIMARAES","ROUBO",2009-11-01,3
"701","CUIABA","ROUBO",2009-11-01,473
"702","ITANHANGA","ROUBO",2009-11-01,1
"703","JANGADA","ROUBO",2009-11-01,3
"704","NOVA MUTUM","ROUBO",2009-11-01,8
"705","NOVA OLIMPIA","ROUBO",2009-11-01,2
"706","POCONE","ROUBO",2009-11-01,2
"707","PORTO ESTRELA","ROUBO",2009-11-01,1
"708","PRIMAVERA DO LESTE","ROUBO",2009-11-01,1
"709","RONDONOPOLIS","ROUBO",2009-11-01,1
"710","ROSARIO OESTE","ROUBO",2009-11-01,1
"711","SANTO ANTONIO DO LEVERGER","ROUBO",2009-11-01,1
"712","SAPEZAL","ROUBO",2009-11-01,1
"713","SINOP","ROUBO",2009-11-01,1
"714","VARZEA GRANDE","ROUBO",2009-11-01,220
"715","CUIABA","ROUBO SEGUIDO DE MORTE",2009-11-01,1
"716","ACORIZAL","FURTO",2009-12-01,4
"717","AGUA BOA","FURTO",2009-12-01,39
"718","ALTO ARAGUAIA","FURTO",2009-12-01,4
"719","ALTO BOA VISTA","FURTO",2009-12-01,1
"720","ALTO PARAGUAI","FURTO",2009-12-01,2
"721","ALTO TAQUARI","FURTO",2009-12-01,1
"722","ARENAPOLIS","FURTO",2009-12-01,1
"723","BARRA DO BUGRES","FURTO",2009-12-01,6
"724","BARRA DO GARCAS","FURTO",2009-12-01,3
"725","BOM JESUS DO ARAGUAIA","FURTO",2009-12-01,3
"726","CACERES","FURTO",2009-12-01,52
"727","CAMPINAPOLIS","FURTO",2009-12-01,2
"728","CANABRAVA DO NORTE","FURTO",2009-12-01,3
"729","CHAPADA DOS GUIMARAES","FURTO",2009-12-01,23
"730","CONFRESA","FURTO",2009-12-01,1
"731","CUIABA","FURTO",2009-12-01,893
"732","DIAMANTINO","FURTO",2009-12-01,9
"733","GLORIA DOESTE","FURTO",2009-12-01,1
"734","GUIRATINGA","FURTO",2009-12-01,1
"735","INDIAVAI","FURTO",2009-12-01,3
"736","ITANHANGA","FURTO",2009-12-01,5
"737","ITIQUIRA","FURTO",2009-12-01,1
"738","JACIARA","FURTO",2009-12-01,1
"739","JANGADA","FURTO",2009-12-01,4
"740","LAMBARI DOESTE","FURTO",2009-12-01,1
"741","LUCIARA","FURTO",2009-12-01,2
"742","MIRASSOL D""OESTE","FURTO",2009-12-01,1
"743","NOBRES","FURTO",2009-12-01,9
"744","NORTELANDIA","FURTO",2009-12-01,3
"745","NOVA MARILANDIA","FURTO",2009-12-01,1
"746","NOVA MUTUM","FURTO",2009-12-01,34
"747","NOVA OLIMPIA","FURTO",2009-12-01,14
"748","NOVA XAVANTINA","FURTO",2009-12-01,1
"749","NOVO MUNDO","FURTO",2009-12-01,1
"750","PEDRA PRETA","FURTO",2009-12-01,2
"751","PRIMAVERA DO LESTE","FURTO",2009-12-01,1
"752","QUERENCIA","FURTO",2009-12-01,4
"753","RIBEIRAO CASCALHEIRA","FURTO",2009-12-01,8
"754","RONDONOPOLIS","FURTO",2009-12-01,117
"755","ROSARIO OESTE","FURTO",2009-12-01,9
"756","SALTO DO CEU","FURTO",2009-12-01,2
"757","SANTA CRUZ DO XINGU","FURTO",2009-12-01,2
"758","SANTA TEREZINHA","FURTO",2009-12-01,1
"759","SANTO ANTONIO DO LEVERGER","FURTO",2009-12-01,1
"760","SAO FELIX DO ARAGUAIA","FURTO",2009-12-01,6
"761","SAO JOSE DO RIO CLARO","FURTO",2009-12-01,15
"762","SAO JOSE DO XINGU","FURTO",2009-12-01,1
"763","SAO JOSE DOS QUATRO MARCOS","FURTO",2009-12-01,1
"764","SAPEZAL","FURTO",2009-12-01,41
"765","SINOP","FURTO",2009-12-01,1
"766","SORRISO","FURTO",2009-12-01,1
"767","TANGARA DA SERRA","FURTO",2009-12-01,1
"768","TAPURAH","FURTO",2009-12-01,9
"769","VARZEA GRANDE","FURTO",2009-12-01,227
"770","VILA BELA DA SS TRINDADE","FURTO",2009-12-01,1
"771","CACERES","HOMICÍDIO",2009-12-01,9
"772","CHAPADA DOS GUIMARAES","HOMICÍDIO",2009-12-01,2
"773","CUIABA","HOMICÍDIO",2009-12-01,37
"774","DIAMANTINO","HOMICÍDIO",2009-12-01,2
"775","ITANHANGA","HOMICÍDIO",2009-12-01,1
"776","NOBRES","HOMICÍDIO",2009-12-01,5
"777","NOVA OLIMPIA","HOMICÍDIO",2009-12-01,1
"778","RONDONOPOLIS","HOMICÍDIO",2009-12-01,2
"779","ROSARIO OESTE","HOMICÍDIO",2009-12-01,2
"780","SAO JOSE DO RIO CLARO","HOMICÍDIO",2009-12-01,1
"781","SAO JOSE DO XINGU","HOMICÍDIO",2009-12-01,1
"782","SAPEZAL","HOMICÍDIO",2009-12-01,5
"783","VARZEA GRANDE","HOMICÍDIO",2009-12-01,7
"784","CUIABA","HOMICÍDIO DOLOSO",2009-12-01,20
"785","POCONE","HOMICÍDIO DOLOSO",2009-12-01,1
"786","RONDONOPOLIS","HOMICÍDIO DOLOSO",2009-12-01,1
"787","VARZEA GRANDE","HOMICÍDIO DOLOSO",2009-12-01,9
"788","ACORIZAL","ROUBO",2009-12-01,1
"789","AGUA BOA","ROUBO",2009-12-01,1
"790","BARAO DE MELGACO","ROUBO",2009-12-01,1
"791","BARRA DO BUGRES","ROUBO",2009-12-01,12
"792","CACERES","ROUBO",2009-12-01,24
"793","CAMPINAPOLIS","ROUBO",2009-12-01,2
"794","CAMPO NOVO DO PARECIS","ROUBO",2009-12-01,1
"795","CHAPADA DOS GUIMARAES","ROUBO",2009-12-01,2
"796","CUIABA","ROUBO",2009-12-01,360
"797","DIAMANTINO","ROUBO",2009-12-01,1
"798","INDIAVAI","ROUBO",2009-12-01,1
"799","JANGADA","ROUBO",2009-12-01,1
"800","NOBRES","ROUBO",2009-12-01,2
"801","NOSSA SRA DO LIVRAMENTO","ROUBO",2009-12-01,1
"802","NOVA MUTUM","ROUBO",2009-12-01,2
"803","RIBEIRAO CASCALHEIRA","ROUBO",2009-12-01,1
"804","RONDONOPOLIS","ROUBO",2009-12-01,23
"805","ROSARIO OESTE","ROUBO",2009-12-01,2
"806","SAPEZAL","ROUBO",2009-12-01,6
"807","SINOP","ROUBO",2009-12-01,1
"808","VARZEA GRANDE","ROUBO",2009-12-01,201
"809","CUIABA","ROUBO SEGUIDO DE MORTE",2009-12-01,1
"810","AGUA BOA","FURTO",2010-01-01,20
"811","ALTO ARAGUAIA","FURTO",2010-01-01,10
"812","ALTO BOA VISTA","FURTO",2010-01-01,1
"813","ALTO PARAGUAI","FURTO",2010-01-01,4
"814","ALTO TAQUARI","FURTO",2010-01-01,2
"815","ARAPUTANGA","FURTO",2010-01-01,1
"816","ARENAPOLIS","FURTO",2010-01-01,3
"817","ARIPUANA","FURTO",2010-01-01,1
"818","BARAO DE MELGACO","FURTO",2010-01-01,2
"819","BARRA DO GARCAS","FURTO",2010-01-01,1
"820","BOM JESUS DO ARAGUAIA","FURTO",2010-01-01,1
"821","BRASNORTE","FURTO",2010-01-01,1
"822","CACERES","FURTO",2010-01-01,42
"823","CAMPINAPOLIS","FURTO",2010-01-01,2
"824","CAMPO VERDE","FURTO",2010-01-01,1
"825","CANABRAVA DO NORTE","FURTO",2010-01-01,1
"826","CHAPADA DOS GUIMARAES","FURTO",2010-01-01,47
"827","COLIDER","FURTO",2010-01-01,1
"828","CONFRESA","FURTO",2010-01-01,3
"829","CUIABA","FURTO",2010-01-01,875
"830","DIAMANTINO","FURTO",2010-01-01,5
"831","INDIAVAI","FURTO",2010-01-01,5
"832","ITANHANGA","FURTO",2010-01-01,6
"833","ITIQUIRA","FURTO",2010-01-01,1
"834","JANGADA","FURTO",2010-01-01,1
"835","JUINA","FURTO",2010-01-01,1
"836","JURUENA","FURTO",2010-01-01,1
"837","LAMBARI DOESTE","FURTO",2010-01-01,1
"838","LUCAS DO RIO VERDE","FURTO",2010-01-01,1
"839","LUCIARA","FURTO",2010-01-01,1
"840","NOBRES","FURTO",2010-01-01,14
"841","NOSSA SRA DO LIVRAMENTO","FURTO",2010-01-01,2
"842","NOVA CANAA DO NORTE","FURTO",2010-01-01,4
"843","NOVA MUTUM","FURTO",2010-01-01,57
"844","NOVA OLIMPIA","FURTO",2010-01-01,12
"845","NOVA XAVANTINA","FURTO",2010-01-01,1
"846","PEDRA PRETA","FURTO",2010-01-01,6
"847","PONTAL DO ARAGUAIA","FURTO",2010-01-01,1
"848","PONTES E LACERDA","FURTO",2010-01-01,4
"849","PORTO ALEGRE DO NORTE","FURTO",2010-01-01,8
"850","PORTO DOS GAUCHOS","FURTO",2010-01-01,1
"851","POXOREO","FURTO",2010-01-01,1
"852","QUERENCIA","FURTO",2010-01-01,1
"853","RIBEIRAO CASCALHEIRA","FURTO",2010-01-01,1
"854","RONDONOPOLIS","FURTO",2010-01-01,140
"855","ROSARIO OESTE","FURTO",2010-01-01,7
"856","SALTO DO CEU","FURTO",2010-01-01,1
"857","SANTO AFONSO","FURTO",2010-01-01,2
"858","SANTO ANTONIO DO LEVERGER","FURTO",2010-01-01,1
"859","SAO FELIX DO ARAGUAIA","FURTO",2010-01-01,6
"860","SAO JOSE DO RIO CLARO","FURTO",2010-01-01,6
"861","SAO JOSE DO XINGU","FURTO",2010-01-01,1
"862","SAO JOSE DOS QUATRO MARCOS","FURTO",2010-01-01,3
"863","SAPEZAL","FURTO",2010-01-01,23
"864","SINOP","FURTO",2010-01-01,5
"865","SORRISO","FURTO",2010-01-01,2
"866","TANGARA DA SERRA","FURTO",2010-01-01,3
"867","VARZEA GRANDE","FURTO",2010-01-01,250
"868","VILA BELA DA SS TRINDADE","FURTO",2010-01-01,1
"869","VILA RICA","FURTO",2010-01-01,3
"870","ACORIZAL","HOMICÍDIO",2010-01-01,1
"871","ALTO ARAGUAIA","HOMICÍDIO",2010-01-01,1
"872","CACERES","HOMICÍDIO",2010-01-01,10
"873","CAMPINAPOLIS","HOMICÍDIO",2010-01-01,1
"874","CAMPO VERDE","HOMICÍDIO",2010-01-01,1
"875","CUIABA","HOMICÍDIO",2010-01-01,37
"876","ITANHANGA","HOMICÍDIO",2010-01-01,1
"877","ITIQUIRA","HOMICÍDIO",2010-01-01,1
"878","NOVA MUTUM","HOMICÍDIO",2010-01-01,2
"879","SALTO DO CEU","HOMICÍDIO",2010-01-01,1
"880","SAO JOSE DO RIO CLARO","HOMICÍDIO",2010-01-01,2
"881","SAPEZAL","HOMICÍDIO",2010-01-01,3
"882","VARZEA GRANDE","HOMICÍDIO",2010-01-01,8
"883","CACERES","HOMICÍDIO DOLOSO",2010-01-01,1
"884","CUIABA","HOMICÍDIO DOLOSO",2010-01-01,26
"885","VARZEA GRANDE","HOMICÍDIO DOLOSO",2010-01-01,11
"886","ALTO PARAGUAI","ROUBO",2010-01-01,1
"887","ALTO TAQUARI","ROUBO",2010-01-01,1
"888","ARENAPOLIS","ROUBO",2010-01-01,1
"889","CACERES","ROUBO",2010-01-01,29
"890","CHAPADA DOS GUIMARAES","ROUBO",2010-01-01,2
"891","CUIABA","ROUBO",2010-01-01,353
"892","DIAMANTINO","ROUBO",2010-01-01,1
"893","JUARA","ROUBO",2010-01-01,2
"894","NOBRES","ROUBO",2010-01-01,4
"895","NOSSA SRA DO LIVRAMENTO","ROUBO",2010-01-01,1
"896","NOVA MUTUM","ROUBO",2010-01-01,6
"897","NOVA OLIMPIA","ROUBO",2010-01-01,1
"898","PEDRA PRETA","ROUBO",2010-01-01,2
"899","RIBEIRAO CASCALHEIRA","ROUBO",2010-01-01,1
"900","RONDOLANDIA","ROUBO",2010-01-01,1
"901","RONDONOPOLIS","ROUBO",2010-01-01,38
"902","ROSARIO OESTE","ROUBO",2010-01-01,4
"903","SALTO DO CEU","ROUBO",2010-01-01,1
"904","SAO JOSE DO RIO CLARO","ROUBO",2010-01-01,1
"905","SAPEZAL","ROUBO",2010-01-01,1
"906","TAPURAH","ROUBO",2010-01-01,1
"907","VARZEA GRANDE","ROUBO",2010-01-01,207
"908","VILA RICA","ROUBO",2010-01-01,1
"909","ITANHANGA","ROUBO SEGUIDO DE MORTE",2010-01-01,1
"910","POCONE","ROUBO SEGUIDO DE MORTE",2010-01-01,1
"911","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2010-01-01,1
"912","ACORIZAL","FURTO",2010-02-01,2
"913","AGUA BOA","FURTO",2010-02-01,30
"914","ALTA FLORESTA","FURTO",2010-02-01,2
"915","ALTO ARAGUAIA","FURTO",2010-02-01,32
"916","ALTO BOA VISTA","FURTO",2010-02-01,3
"917","ALTO PARAGUAI","FURTO",2010-02-01,4
"918","ARENAPOLIS","FURTO",2010-02-01,4
"919","BARAO DE MELGACO","FURTO",2010-02-01,4
"920","BARRA DO GARCAS","FURTO",2010-02-01,1
"921","BOM JESUS DO ARAGUAIA","FURTO",2010-02-01,4
"922","CACERES","FURTO",2010-02-01,38
"923","CAMPINAPOLIS","FURTO",2010-02-01,6
"924","CHAPADA DOS GUIMARAES","FURTO",2010-02-01,36
"925","CONQUISTA DOESTE","FURTO",2010-02-01,1
"926","CUIABA","FURTO",2010-02-01,816
"927","DENISE","FURTO",2010-02-01,1
"928","DIAMANTINO","FURTO",2010-02-01,6
"929","FIGUEIROPOLIS D""OESTE","FURTO",2010-02-01,1
"930","GLORIA DOESTE","FURTO",2010-02-01,2
"931","INDIAVAI","FURTO",2010-02-01,2
"932","JACIARA","FURTO",2010-02-01,3
"933","JANGADA","FURTO",2010-02-01,2
"934","JAURU","FURTO",2010-02-01,1
"935","JUSCIMEIRA","FURTO",2010-02-01,1
"936","LAMBARI DOESTE","FURTO",2010-02-01,1
"937","LUCIARA","FURTO",2010-02-01,1
"938","MIRASSOL D""OESTE","FURTO",2010-02-01,3
"939","NOBRES","FURTO",2010-02-01,3
"940","NORTELANDIA","FURTO",2010-02-01,3
"941","NOSSA SRA DO LIVRAMENTO","FURTO",2010-02-01,3
"942","NOVA BANDEIRANTE","FURTO",2010-02-01,1
"943","NOVA MARILANDIA","FURTO",2010-02-01,1
"944","NOVA MUTUM","FURTO",2010-02-01,20
"945","NOVA NAZARE","FURTO",2010-02-01,1
"946","NOVA OLIMPIA","FURTO",2010-02-01,3
"947","NOVO SANTO ANTONIO","FURTO",2010-02-01,2
"948","PEDRA PRETA","FURTO",2010-02-01,1
"949","PLANALTO DA SERRA","FURTO",2010-02-01,1
"950","POCONE","FURTO",2010-02-01,1
"951","PONTES E LACERDA","FURTO",2010-02-01,4
"952","PORTO ALEGRE DO NORTE","FURTO",2010-02-01,3
"953","PORTO ESPERIDIAO","FURTO",2010-02-01,1
"954","POXOREO","FURTO",2010-02-01,1
"955","RIBEIRAO CASCALHEIRA","FURTO",2010-02-01,2
"956","RONDONOPOLIS","FURTO",2010-02-01,105
"957","ROSARIO OESTE","FURTO",2010-02-01,5
"958","SALTO DO CEU","FURTO",2010-02-01,1
"959","SANTA CRUZ DO XINGU","FURTO",2010-02-01,1
